country,land_conversion,factor_name,factor_value
Austria,cropland_to_forestland,aboveground_biomass,1.199436884
Austria,cropland_to_forestland,belowground_biomass,0
Austria,cropland_to_forestland,dead_wood,0.015905732
Austria,cropland_to_forestland,litter,1.390196225
Austria,cropland_to_forestland,mineral_soil,1.203078114
Austria,cropland_to_forestland,organic_soil,0
Austria,grassland_to_forestland,aboveground_biomass,1.19122696
Austria,grassland_to_forestland,belowground_biomass,0
Austria,grassland_to_forestland,dead_wood,0.015896503
Austria,grassland_to_forestland,litter,1.246544701
Austria,grassland_to_forestland,mineral_soil,-0.874971283
Austria,grassland_to_forestland,organic_soil,0
Austria,wetland_to_forestland,aboveground_biomass,1.217949531
Austria,wetland_to_forestland,belowground_biomass,0
Austria,wetland_to_forestland,dead_wood,0.015926543
Austria,wetland_to_forestland,litter,0.783688996
Austria,wetland_to_forestland,mineral_soil,0
Austria,wetland_to_forestland,organic_soil,0
Austria,settlement_to_forestland,aboveground_biomass,1.223803049
Austria,settlement_to_forestland,belowground_biomass,0
Austria,settlement_to_forestland,dead_wood,0.015933123
Austria,settlement_to_forestland,litter,1.21163034
Austria,settlement_to_forestland,mineral_soil,2.644833732
Austria,settlement_to_forestland,organic_soil,0
Austria,otherland_to_forestland,aboveground_biomass,1.170421305
Austria,otherland_to_forestland,belowground_biomass,0
Austria,otherland_to_forestland,dead_wood,0.015873115
Austria,otherland_to_forestland,litter,1.211484627
Austria,otherland_to_forestland,mineral_soil,2.905787495
Austria,otherland_to_forestland,organic_soil,0
Austria,forestland_to_cropland,aboveground_biomass,-83.84
Austria,forestland_to_cropland,belowground_biomass,-20.91
Austria,forestland_to_cropland,dead_wood,-0.680684445
Austria,forestland_to_cropland,litter,0
Austria,forestland_to_cropland,mineral_soil,-0.790409692
Austria,forestland_to_cropland,organic_soil,0
Austria,grassland_to_cropland,aboveground_biomass,0.045254835
Austria,grassland_to_cropland,belowground_biomass,0
Austria,grassland_to_cropland,dead_wood,0
Austria,grassland_to_cropland,litter,0
Austria,grassland_to_cropland,mineral_soil,-0.988850933
Austria,grassland_to_cropland,organic_soil,0
Austria,wetland_to_cropland,aboveground_biomass,0
Austria,wetland_to_cropland,belowground_biomass,0
Austria,wetland_to_cropland,dead_wood,0
Austria,wetland_to_cropland,litter,0
Austria,wetland_to_cropland,mineral_soil,0
Austria,wetland_to_cropland,organic_soil,0
Austria,settlement_to_cropland,aboveground_biomass,0
Austria,settlement_to_cropland,belowground_biomass,0
Austria,settlement_to_cropland,dead_wood,0
Austria,settlement_to_cropland,litter,0
Austria,settlement_to_cropland,mineral_soil,0
Austria,settlement_to_cropland,organic_soil,0
Austria,otherland_to_cropland,aboveground_biomass,0
Austria,otherland_to_cropland,belowground_biomass,0
Austria,otherland_to_cropland,dead_wood,0
Austria,otherland_to_cropland,litter,0
Austria,otherland_to_cropland,mineral_soil,0
Austria,otherland_to_cropland,organic_soil,0
Austria,forestland_to_grassland,aboveground_biomass,-83.84
Austria,forestland_to_grassland,belowground_biomass,-20.91
Austria,forestland_to_grassland,dead_wood,-0.848673351
Austria,forestland_to_grassland,litter,0
Austria,forestland_to_grassland,mineral_soil,0.81675197
Austria,forestland_to_grassland,organic_soil,0
Austria,cropland_to_grassland,aboveground_biomass,-0.064304877
Austria,cropland_to_grassland,belowground_biomass,0
Austria,cropland_to_grassland,dead_wood,0
Austria,cropland_to_grassland,litter,0
Austria,cropland_to_grassland,mineral_soil,0.997638354
Austria,cropland_to_grassland,organic_soil,0
Austria,wetland_to_grassland,aboveground_biomass,0
Austria,wetland_to_grassland,belowground_biomass,0
Austria,wetland_to_grassland,dead_wood,0
Austria,wetland_to_grassland,litter,0
Austria,wetland_to_grassland,mineral_soil,0
Austria,wetland_to_grassland,organic_soil,0
Austria,settlement_to_grassland,aboveground_biomass,0
Austria,settlement_to_grassland,belowground_biomass,0
Austria,settlement_to_grassland,dead_wood,0
Austria,settlement_to_grassland,litter,0
Austria,settlement_to_grassland,mineral_soil,0
Austria,settlement_to_grassland,organic_soil,0
Austria,otherland_to_grassland,aboveground_biomass,0
Austria,otherland_to_grassland,belowground_biomass,0
Austria,otherland_to_grassland,dead_wood,0
Austria,otherland_to_grassland,litter,0
Austria,otherland_to_grassland,mineral_soil,0
Austria,otherland_to_grassland,organic_soil,0
Austria,land_to_peat_extraction,aboveground_biomass,0
Austria,land_to_peat_extraction,belowground_biomass,0
Austria,land_to_peat_extraction,dead_wood,0
Austria,land_to_peat_extraction,litter,0
Austria,land_to_peat_extraction,mineral_soil,0
Austria,land_to_peat_extraction,organic_soil,0
Austria,peatland_restoration,aboveground_biomass,0
Austria,peatland_restoration,belowground_biomass,0
Austria,peatland_restoration,dead_wood,0
Austria,peatland_restoration,litter,0
Austria,peatland_restoration,mineral_soil,0
Austria,peatland_restoration,organic_soil,0
Austria,forestland_to_wetland,aboveground_biomass,-2.90138718
Austria,forestland_to_wetland,belowground_biomass,0
Austria,forestland_to_wetland,dead_wood,-1.177844422
Austria,forestland_to_wetland,litter,0
Austria,forestland_to_wetland,mineral_soil,0
Austria,forestland_to_wetland,organic_soil,0
Austria,cropland_to_wetland,aboveground_biomass,0
Austria,cropland_to_wetland,belowground_biomass,0
Austria,cropland_to_wetland,dead_wood,0
Austria,cropland_to_wetland,litter,0
Austria,cropland_to_wetland,mineral_soil,0
Austria,cropland_to_wetland,organic_soil,0
Austria,grassland_to_wetland,aboveground_biomass,-0.134235481
Austria,grassland_to_wetland,belowground_biomass,0
Austria,grassland_to_wetland,dead_wood,0
Austria,grassland_to_wetland,litter,0
Austria,grassland_to_wetland,mineral_soil,0
Austria,grassland_to_wetland,organic_soil,0
Austria,forestland_to_settlement,aboveground_biomass,-83.84
Austria,forestland_to_settlement,belowground_biomass,-20.91
Austria,forestland_to_settlement,dead_wood,-0.569822465
Austria,forestland_to_settlement,litter,0
Austria,forestland_to_settlement,mineral_soil,-2.930842051
Austria,forestland_to_settlement,organic_soil,0
Austria,cropland_to_settlement,aboveground_biomass,0.638858951
Austria,cropland_to_settlement,belowground_biomass,0
Austria,cropland_to_settlement,dead_wood,0
Austria,cropland_to_settlement,litter,0
Austria,cropland_to_settlement,mineral_soil,-0.522239293
Austria,cropland_to_settlement,organic_soil,0
Austria,grassland_to_settlement,aboveground_biomass,0.401287623
Austria,grassland_to_settlement,belowground_biomass,0
Austria,grassland_to_settlement,dead_wood,0
Austria,grassland_to_settlement,litter,0
Austria,grassland_to_settlement,mineral_soil,-1.522239293
Austria,grassland_to_settlement,organic_soil,0
Austria,wetland_to_settlement,aboveground_biomass,0
Austria,wetland_to_settlement,belowground_biomass,0
Austria,wetland_to_settlement,dead_wood,0
Austria,wetland_to_settlement,litter,0
Austria,wetland_to_settlement,mineral_soil,0
Austria,wetland_to_settlement,organic_soil,0
Austria,otherland_to_settlement,aboveground_biomass,0
Austria,otherland_to_settlement,belowground_biomass,0
Austria,otherland_to_settlement,dead_wood,0
Austria,otherland_to_settlement,litter,0
Austria,otherland_to_settlement,mineral_soil,0
Austria,otherland_to_settlement,organic_soil,0
Austria,forestland_to_otherland,aboveground_biomass,-83.84
Austria,forestland_to_otherland,belowground_biomass,-20.91
Austria,forestland_to_otherland,dead_wood,-0.729388738
Austria,forestland_to_otherland,litter,0
Austria,forestland_to_otherland,mineral_soil,-3.49095442
Austria,forestland_to_otherland,organic_soil,0
Austria,cropland_to_otherland,aboveground_biomass,0
Austria,cropland_to_otherland,belowground_biomass,0
Austria,cropland_to_otherland,dead_wood,0
Austria,cropland_to_otherland,litter,0
Austria,cropland_to_otherland,mineral_soil,0
Austria,cropland_to_otherland,organic_soil,0
Austria,grassland_to_otherland,aboveground_biomass,-0.183105896
Austria,grassland_to_otherland,belowground_biomass,0
Austria,grassland_to_otherland,dead_wood,0
Austria,grassland_to_otherland,litter,0
Austria,grassland_to_otherland,mineral_soil,0.062017073
Austria,grassland_to_otherland,organic_soil,0
Austria,wetland_to_otherland,aboveground_biomass,0
Austria,wetland_to_otherland,belowground_biomass,0
Austria,wetland_to_otherland,dead_wood,0
Austria,wetland_to_otherland,litter,0
Austria,wetland_to_otherland,mineral_soil,0
Austria,wetland_to_otherland,organic_soil,0
Austria,settlement_to_otherland,aboveground_biomass,0
Austria,settlement_to_otherland,belowground_biomass,0
Austria,settlement_to_otherland,dead_wood,0
Austria,settlement_to_otherland,litter,0
Austria,settlement_to_otherland,mineral_soil,0
Austria,settlement_to_otherland,organic_soil,0
Austria,forestland_remaining_forestland,aboveground_biomass,0.304725831
Austria,forestland_remaining_forestland,belowground_biomass,0
Austria,forestland_remaining_forestland,dead_wood,0.058437398
Austria,forestland_remaining_forestland,litter,0
Austria,forestland_remaining_forestland,mineral_soil,-0.181292327
Austria,forestland_remaining_forestland,organic_soil,0
Austria,cropland_remaining_cropland,aboveground_biomass,5.79E-05
Austria,cropland_remaining_cropland,belowground_biomass,0
Austria,cropland_remaining_cropland,dead_wood,0
Austria,cropland_remaining_cropland,litter,0
Austria,cropland_remaining_cropland,mineral_soil,0.021908577
Austria,cropland_remaining_cropland,organic_soil,0
Austria,grassland_remaining_grassland,aboveground_biomass,0
Austria,grassland_remaining_grassland,belowground_biomass,0
Austria,grassland_remaining_grassland,dead_wood,0
Austria,grassland_remaining_grassland,litter,0
Austria,grassland_remaining_grassland,mineral_soil,0.00162
Austria,grassland_remaining_grassland,organic_soil,-6.4024
Austria,peat_extraction_remaining_peat_extraction,aboveground_biomass,0
Austria,peat_extraction_remaining_peat_extraction,belowground_biomass,0
Austria,peat_extraction_remaining_peat_extraction,dead_wood,0
Austria,peat_extraction_remaining_peat_extraction,litter,0
Austria,peat_extraction_remaining_peat_extraction,mineral_soil,0
Austria,peat_extraction_remaining_peat_extraction,organic_soil,0
Austria,wetland_remaining_wetland,aboveground_biomass,0
Austria,wetland_remaining_wetland,belowground_biomass,0
Austria,wetland_remaining_wetland,dead_wood,0
Austria,wetland_remaining_wetland,litter,0
Austria,wetland_remaining_wetland,mineral_soil,0
Austria,wetland_remaining_wetland,organic_soil,0
Austria,settlement_remaining_settlement,aboveground_biomass,0
Austria,settlement_remaining_settlement,belowground_biomass,0
Austria,settlement_remaining_settlement,dead_wood,0
Austria,settlement_remaining_settlement,litter,0
Austria,settlement_remaining_settlement,mineral_soil,0
Austria,settlement_remaining_settlement,organic_soil,0
Belgium,cropland_to_forestland,aboveground_biomass,1.843321008
Belgium,cropland_to_forestland,belowground_biomass,0
Belgium,cropland_to_forestland,dead_wood,0.021170067
Belgium,cropland_to_forestland,litter,0.084234582
Belgium,cropland_to_forestland,mineral_soil,2.093192939
Belgium,cropland_to_forestland,organic_soil,0
Belgium,grassland_to_forestland,aboveground_biomass,1.699343381
Belgium,grassland_to_forestland,belowground_biomass,0
Belgium,grassland_to_forestland,dead_wood,0.025750155
Belgium,grassland_to_forestland,litter,0.102458512
Belgium,grassland_to_forestland,mineral_soil,0.66612596
Belgium,grassland_to_forestland,organic_soil,0
Belgium,wetland_to_forestland,aboveground_biomass,2.07237192
Belgium,wetland_to_forestland,belowground_biomass,0
Belgium,wetland_to_forestland,dead_wood,0.033787728
Belgium,wetland_to_forestland,litter,0.134439592
Belgium,wetland_to_forestland,mineral_soil,-0.154339208
Belgium,wetland_to_forestland,organic_soil,0
Belgium,settlement_to_forestland,aboveground_biomass,1.253851717
Belgium,settlement_to_forestland,belowground_biomass,0
Belgium,settlement_to_forestland,dead_wood,0.024089264
Belgium,settlement_to_forestland,litter,0.095849912
Belgium,settlement_to_forestland,mineral_soil,1.525588522
Belgium,settlement_to_forestland,organic_soil,0
Belgium,otherland_to_forestland,aboveground_biomass,0
Belgium,otherland_to_forestland,belowground_biomass,0
Belgium,otherland_to_forestland,dead_wood,0
Belgium,otherland_to_forestland,litter,0
Belgium,otherland_to_forestland,mineral_soil,0
Belgium,otherland_to_forestland,organic_soil,0
Belgium,forestland_to_cropland,aboveground_biomass,-86.4
Belgium,forestland_to_cropland,belowground_biomass,-17.8
Belgium,forestland_to_cropland,dead_wood,-0.085508253
Belgium,forestland_to_cropland,litter,0
Belgium,forestland_to_cropland,mineral_soil,-2.255517786
Belgium,forestland_to_cropland,organic_soil,0
Belgium,grassland_to_cropland,aboveground_biomass,0
Belgium,grassland_to_cropland,belowground_biomass,0
Belgium,grassland_to_cropland,dead_wood,0
Belgium,grassland_to_cropland,litter,0
Belgium,grassland_to_cropland,mineral_soil,-1.517979296
Belgium,grassland_to_cropland,organic_soil,0
Belgium,wetland_to_cropland,aboveground_biomass,0
Belgium,wetland_to_cropland,belowground_biomass,0
Belgium,wetland_to_cropland,dead_wood,0
Belgium,wetland_to_cropland,litter,0
Belgium,wetland_to_cropland,mineral_soil,-2.628018868
Belgium,wetland_to_cropland,organic_soil,0
Belgium,settlement_to_cropland,aboveground_biomass,0
Belgium,settlement_to_cropland,belowground_biomass,0
Belgium,settlement_to_cropland,dead_wood,0
Belgium,settlement_to_cropland,litter,0
Belgium,settlement_to_cropland,mineral_soil,0
Belgium,settlement_to_cropland,organic_soil,0
Belgium,otherland_to_cropland,aboveground_biomass,0
Belgium,otherland_to_cropland,belowground_biomass,0
Belgium,otherland_to_cropland,dead_wood,0
Belgium,otherland_to_cropland,litter,0
Belgium,otherland_to_cropland,mineral_soil,0
Belgium,otherland_to_cropland,organic_soil,0
Belgium,forestland_to_grassland,aboveground_biomass,-86.4
Belgium,forestland_to_grassland,belowground_biomass,-17.8
Belgium,forestland_to_grassland,dead_wood,-0.55726317
Belgium,forestland_to_grassland,litter,0
Belgium,forestland_to_grassland,mineral_soil,-0.794804895
Belgium,forestland_to_grassland,organic_soil,0
Belgium,cropland_to_grassland,aboveground_biomass,0
Belgium,cropland_to_grassland,belowground_biomass,0
Belgium,cropland_to_grassland,dead_wood,0
Belgium,cropland_to_grassland,litter,0
Belgium,cropland_to_grassland,mineral_soil,2.062212193
Belgium,cropland_to_grassland,organic_soil,0
Belgium,wetland_to_grassland,aboveground_biomass,0
Belgium,wetland_to_grassland,belowground_biomass,0
Belgium,wetland_to_grassland,dead_wood,0
Belgium,wetland_to_grassland,litter,0
Belgium,wetland_to_grassland,mineral_soil,-0.306815519
Belgium,wetland_to_grassland,organic_soil,0
Belgium,settlement_to_grassland,aboveground_biomass,0
Belgium,settlement_to_grassland,belowground_biomass,0
Belgium,settlement_to_grassland,dead_wood,0
Belgium,settlement_to_grassland,litter,0
Belgium,settlement_to_grassland,mineral_soil,1.799174328
Belgium,settlement_to_grassland,organic_soil,0
Belgium,otherland_to_grassland,aboveground_biomass,0
Belgium,otherland_to_grassland,belowground_biomass,0
Belgium,otherland_to_grassland,dead_wood,0
Belgium,otherland_to_grassland,litter,0
Belgium,otherland_to_grassland,mineral_soil,0
Belgium,otherland_to_grassland,organic_soil,0
Belgium,land_to_peat_extraction,aboveground_biomass,0
Belgium,land_to_peat_extraction,belowground_biomass,0
Belgium,land_to_peat_extraction,dead_wood,0
Belgium,land_to_peat_extraction,litter,0
Belgium,land_to_peat_extraction,mineral_soil,0
Belgium,land_to_peat_extraction,organic_soil,0
Belgium,peatland_restoration,aboveground_biomass,0
Belgium,peatland_restoration,belowground_biomass,0
Belgium,peatland_restoration,dead_wood,0
Belgium,peatland_restoration,litter,0
Belgium,peatland_restoration,mineral_soil,0
Belgium,peatland_restoration,organic_soil,0
Belgium,forestland_to_wetland,aboveground_biomass,0
Belgium,forestland_to_wetland,belowground_biomass,0
Belgium,forestland_to_wetland,dead_wood,0
Belgium,forestland_to_wetland,litter,0
Belgium,forestland_to_wetland,mineral_soil,0
Belgium,forestland_to_wetland,organic_soil,0
Belgium,cropland_to_wetland,aboveground_biomass,0
Belgium,cropland_to_wetland,belowground_biomass,0
Belgium,cropland_to_wetland,dead_wood,0
Belgium,cropland_to_wetland,litter,0
Belgium,cropland_to_wetland,mineral_soil,0
Belgium,cropland_to_wetland,organic_soil,0
Belgium,grassland_to_wetland,aboveground_biomass,0
Belgium,grassland_to_wetland,belowground_biomass,0
Belgium,grassland_to_wetland,dead_wood,0
Belgium,grassland_to_wetland,litter,0
Belgium,grassland_to_wetland,mineral_soil,0
Belgium,grassland_to_wetland,organic_soil,0
Belgium,forestland_to_settlement,aboveground_biomass,-86.4
Belgium,forestland_to_settlement,belowground_biomass,-17.8
Belgium,forestland_to_settlement,dead_wood,-0.148268899
Belgium,forestland_to_settlement,litter,0
Belgium,forestland_to_settlement,mineral_soil,-2.213667039
Belgium,forestland_to_settlement,organic_soil,0
Belgium,cropland_to_settlement,aboveground_biomass,0
Belgium,cropland_to_settlement,belowground_biomass,0
Belgium,cropland_to_settlement,dead_wood,0
Belgium,cropland_to_settlement,litter,0
Belgium,cropland_to_settlement,mineral_soil,0
Belgium,cropland_to_settlement,organic_soil,0
Belgium,grassland_to_settlement,aboveground_biomass,0
Belgium,grassland_to_settlement,belowground_biomass,0
Belgium,grassland_to_settlement,dead_wood,0
Belgium,grassland_to_settlement,litter,0
Belgium,grassland_to_settlement,mineral_soil,-1.628171047
Belgium,grassland_to_settlement,organic_soil,0
Belgium,wetland_to_settlement,aboveground_biomass,0
Belgium,wetland_to_settlement,belowground_biomass,0
Belgium,wetland_to_settlement,dead_wood,0
Belgium,wetland_to_settlement,litter,0
Belgium,wetland_to_settlement,mineral_soil,-2.349485816
Belgium,wetland_to_settlement,organic_soil,0
Belgium,otherland_to_settlement,aboveground_biomass,0
Belgium,otherland_to_settlement,belowground_biomass,0
Belgium,otherland_to_settlement,dead_wood,0
Belgium,otherland_to_settlement,litter,0
Belgium,otherland_to_settlement,mineral_soil,0
Belgium,otherland_to_settlement,organic_soil,0
Belgium,forestland_to_otherland,aboveground_biomass,-86.4
Belgium,forestland_to_otherland,belowground_biomass,-17.8
Belgium,forestland_to_otherland,dead_wood,0
Belgium,forestland_to_otherland,litter,0
Belgium,forestland_to_otherland,mineral_soil,0
Belgium,forestland_to_otherland,organic_soil,0
Belgium,cropland_to_otherland,aboveground_biomass,0
Belgium,cropland_to_otherland,belowground_biomass,0
Belgium,cropland_to_otherland,dead_wood,0
Belgium,cropland_to_otherland,litter,0
Belgium,cropland_to_otherland,mineral_soil,0
Belgium,cropland_to_otherland,organic_soil,0
Belgium,grassland_to_otherland,aboveground_biomass,0
Belgium,grassland_to_otherland,belowground_biomass,0
Belgium,grassland_to_otherland,dead_wood,0
Belgium,grassland_to_otherland,litter,0
Belgium,grassland_to_otherland,mineral_soil,0
Belgium,grassland_to_otherland,organic_soil,0
Belgium,wetland_to_otherland,aboveground_biomass,0
Belgium,wetland_to_otherland,belowground_biomass,0
Belgium,wetland_to_otherland,dead_wood,0
Belgium,wetland_to_otherland,litter,0
Belgium,wetland_to_otherland,mineral_soil,0
Belgium,wetland_to_otherland,organic_soil,0
Belgium,settlement_to_otherland,aboveground_biomass,0
Belgium,settlement_to_otherland,belowground_biomass,0
Belgium,settlement_to_otherland,dead_wood,0
Belgium,settlement_to_otherland,litter,0
Belgium,settlement_to_otherland,mineral_soil,0
Belgium,settlement_to_otherland,organic_soil,0
Belgium,forestland_remaining_forestland,aboveground_biomass,0.690117715
Belgium,forestland_remaining_forestland,belowground_biomass,0
Belgium,forestland_remaining_forestland,dead_wood,0
Belgium,forestland_remaining_forestland,litter,0
Belgium,forestland_remaining_forestland,mineral_soil,0
Belgium,forestland_remaining_forestland,organic_soil,0
Belgium,cropland_remaining_cropland,aboveground_biomass,-0.000159964
Belgium,cropland_remaining_cropland,belowground_biomass,0
Belgium,cropland_remaining_cropland,dead_wood,0
Belgium,cropland_remaining_cropland,litter,0
Belgium,cropland_remaining_cropland,mineral_soil,-0.039389526
Belgium,cropland_remaining_cropland,organic_soil,-10
Belgium,grassland_remaining_grassland,aboveground_biomass,0
Belgium,grassland_remaining_grassland,belowground_biomass,0
Belgium,grassland_remaining_grassland,dead_wood,0
Belgium,grassland_remaining_grassland,litter,0
Belgium,grassland_remaining_grassland,mineral_soil,0.182207271
Belgium,grassland_remaining_grassland,organic_soil,-1.890986602
Belgium,peat_extraction_remaining_peat_extraction,aboveground_biomass,0
Belgium,peat_extraction_remaining_peat_extraction,belowground_biomass,0
Belgium,peat_extraction_remaining_peat_extraction,dead_wood,0
Belgium,peat_extraction_remaining_peat_extraction,litter,0
Belgium,peat_extraction_remaining_peat_extraction,mineral_soil,0
Belgium,peat_extraction_remaining_peat_extraction,organic_soil,0
Belgium,wetland_remaining_wetland,aboveground_biomass,0
Belgium,wetland_remaining_wetland,belowground_biomass,0
Belgium,wetland_remaining_wetland,dead_wood,0
Belgium,wetland_remaining_wetland,litter,0
Belgium,wetland_remaining_wetland,mineral_soil,0
Belgium,wetland_remaining_wetland,organic_soil,0
Belgium,settlement_remaining_settlement,aboveground_biomass,0
Belgium,settlement_remaining_settlement,belowground_biomass,0
Belgium,settlement_remaining_settlement,dead_wood,0
Belgium,settlement_remaining_settlement,litter,0
Belgium,settlement_remaining_settlement,mineral_soil,0
Belgium,settlement_remaining_settlement,organic_soil,0
Bulgaria,cropland_to_forestland,aboveground_biomass,2.203023035
Bulgaria,cropland_to_forestland,belowground_biomass,0
Bulgaria,cropland_to_forestland,dead_wood,0
Bulgaria,cropland_to_forestland,litter,0.511
Bulgaria,cropland_to_forestland,mineral_soil,-0.293397825
Bulgaria,cropland_to_forestland,organic_soil,0
Bulgaria,grassland_to_forestland,aboveground_biomass,2.075977568
Bulgaria,grassland_to_forestland,belowground_biomass,0
Bulgaria,grassland_to_forestland,dead_wood,0
Bulgaria,grassland_to_forestland,litter,0.511
Bulgaria,grassland_to_forestland,mineral_soil,-0.858317411
Bulgaria,grassland_to_forestland,organic_soil,0
Bulgaria,wetland_to_forestland,aboveground_biomass,0
Bulgaria,wetland_to_forestland,belowground_biomass,0
Bulgaria,wetland_to_forestland,dead_wood,0
Bulgaria,wetland_to_forestland,litter,0
Bulgaria,wetland_to_forestland,mineral_soil,0
Bulgaria,wetland_to_forestland,organic_soil,0
Bulgaria,settlement_to_forestland,aboveground_biomass,0
Bulgaria,settlement_to_forestland,belowground_biomass,0
Bulgaria,settlement_to_forestland,dead_wood,0
Bulgaria,settlement_to_forestland,litter,0
Bulgaria,settlement_to_forestland,mineral_soil,0
Bulgaria,settlement_to_forestland,organic_soil,0
Bulgaria,otherland_to_forestland,aboveground_biomass,2.390982255
Bulgaria,otherland_to_forestland,belowground_biomass,0
Bulgaria,otherland_to_forestland,dead_wood,0
Bulgaria,otherland_to_forestland,litter,0.511
Bulgaria,otherland_to_forestland,mineral_soil,0.503
Bulgaria,otherland_to_forestland,organic_soil,0
Bulgaria,forestland_to_cropland,aboveground_biomass,-84.83
Bulgaria,forestland_to_cropland,belowground_biomass,-20.2
Bulgaria,forestland_to_cropland,dead_wood,0
Bulgaria,forestland_to_cropland,litter,0
Bulgaria,forestland_to_cropland,mineral_soil,0
Bulgaria,forestland_to_cropland,organic_soil,0
Bulgaria,grassland_to_cropland,aboveground_biomass,0.014618834
Bulgaria,grassland_to_cropland,belowground_biomass,0
Bulgaria,grassland_to_cropland,dead_wood,0
Bulgaria,grassland_to_cropland,litter,0
Bulgaria,grassland_to_cropland,mineral_soil,-0.580894718
Bulgaria,grassland_to_cropland,organic_soil,0
Bulgaria,wetland_to_cropland,aboveground_biomass,0
Bulgaria,wetland_to_cropland,belowground_biomass,0
Bulgaria,wetland_to_cropland,dead_wood,0
Bulgaria,wetland_to_cropland,litter,0
Bulgaria,wetland_to_cropland,mineral_soil,0
Bulgaria,wetland_to_cropland,organic_soil,0
Bulgaria,settlement_to_cropland,aboveground_biomass,0
Bulgaria,settlement_to_cropland,belowground_biomass,0
Bulgaria,settlement_to_cropland,dead_wood,0
Bulgaria,settlement_to_cropland,litter,0
Bulgaria,settlement_to_cropland,mineral_soil,0
Bulgaria,settlement_to_cropland,organic_soil,0
Bulgaria,otherland_to_cropland,aboveground_biomass,0
Bulgaria,otherland_to_cropland,belowground_biomass,0
Bulgaria,otherland_to_cropland,dead_wood,0
Bulgaria,otherland_to_cropland,litter,0
Bulgaria,otherland_to_cropland,mineral_soil,0
Bulgaria,otherland_to_cropland,organic_soil,0
Bulgaria,forestland_to_grassland,aboveground_biomass,-84.83
Bulgaria,forestland_to_grassland,belowground_biomass,-20.2
Bulgaria,forestland_to_grassland,dead_wood,0
Bulgaria,forestland_to_grassland,litter,0
Bulgaria,forestland_to_grassland,mineral_soil,0
Bulgaria,forestland_to_grassland,organic_soil,0
Bulgaria,cropland_to_grassland,aboveground_biomass,0.012083968
Bulgaria,cropland_to_grassland,belowground_biomass,0
Bulgaria,cropland_to_grassland,dead_wood,0
Bulgaria,cropland_to_grassland,litter,0
Bulgaria,cropland_to_grassland,mineral_soil,0.545334698
Bulgaria,cropland_to_grassland,organic_soil,0
Bulgaria,wetland_to_grassland,aboveground_biomass,0
Bulgaria,wetland_to_grassland,belowground_biomass,0
Bulgaria,wetland_to_grassland,dead_wood,0
Bulgaria,wetland_to_grassland,litter,0
Bulgaria,wetland_to_grassland,mineral_soil,0
Bulgaria,wetland_to_grassland,organic_soil,0
Bulgaria,settlement_to_grassland,aboveground_biomass,0
Bulgaria,settlement_to_grassland,belowground_biomass,0
Bulgaria,settlement_to_grassland,dead_wood,0
Bulgaria,settlement_to_grassland,litter,0
Bulgaria,settlement_to_grassland,mineral_soil,0
Bulgaria,settlement_to_grassland,organic_soil,0
Bulgaria,otherland_to_grassland,aboveground_biomass,1.312732948
Bulgaria,otherland_to_grassland,belowground_biomass,0
Bulgaria,otherland_to_grassland,dead_wood,0
Bulgaria,otherland_to_grassland,litter,0
Bulgaria,otherland_to_grassland,mineral_soil,1.758245509
Bulgaria,otherland_to_grassland,organic_soil,0
Bulgaria,land_to_peat_extraction,aboveground_biomass,0
Bulgaria,land_to_peat_extraction,belowground_biomass,0
Bulgaria,land_to_peat_extraction,dead_wood,0
Bulgaria,land_to_peat_extraction,litter,0
Bulgaria,land_to_peat_extraction,mineral_soil,0
Bulgaria,land_to_peat_extraction,organic_soil,0
Bulgaria,peatland_restoration,aboveground_biomass,0
Bulgaria,peatland_restoration,belowground_biomass,0
Bulgaria,peatland_restoration,dead_wood,0
Bulgaria,peatland_restoration,litter,0
Bulgaria,peatland_restoration,mineral_soil,0
Bulgaria,peatland_restoration,organic_soil,0
Bulgaria,forestland_to_wetland,aboveground_biomass,0
Bulgaria,forestland_to_wetland,belowground_biomass,0
Bulgaria,forestland_to_wetland,dead_wood,0
Bulgaria,forestland_to_wetland,litter,0
Bulgaria,forestland_to_wetland,mineral_soil,0
Bulgaria,forestland_to_wetland,organic_soil,0
Bulgaria,cropland_to_wetland,aboveground_biomass,0
Bulgaria,cropland_to_wetland,belowground_biomass,0
Bulgaria,cropland_to_wetland,dead_wood,0
Bulgaria,cropland_to_wetland,litter,0
Bulgaria,cropland_to_wetland,mineral_soil,0
Bulgaria,cropland_to_wetland,organic_soil,0
Bulgaria,grassland_to_wetland,aboveground_biomass,-0.077334152
Bulgaria,grassland_to_wetland,belowground_biomass,0
Bulgaria,grassland_to_wetland,dead_wood,0
Bulgaria,grassland_to_wetland,litter,0
Bulgaria,grassland_to_wetland,mineral_soil,-4.348245509
Bulgaria,grassland_to_wetland,organic_soil,0
Bulgaria,forestland_to_settlement,aboveground_biomass,-84.83
Bulgaria,forestland_to_settlement,belowground_biomass,-20.2
Bulgaria,forestland_to_settlement,dead_wood,-1.727197585
Bulgaria,forestland_to_settlement,litter,0
Bulgaria,forestland_to_settlement,mineral_soil,-2.352859349
Bulgaria,forestland_to_settlement,organic_soil,0
Bulgaria,cropland_to_settlement,aboveground_biomass,-0.089597208
Bulgaria,cropland_to_settlement,belowground_biomass,0
Bulgaria,cropland_to_settlement,dead_wood,0
Bulgaria,cropland_to_settlement,litter,0
