local dataset name,factor_name,value
DEMO Tallinn,grassland_to_settlement--aboveground_biomass,0
DEMO Tallinn,grassland_to_settlement--belowground_biomass,0
DEMO Tallinn,grassland_to_settlement--dead_wood,0
DEMO Tallinn,grassland_to_settlement--litter,0
DEMO Tallinn,grassland_to_settlement--mineral_soil,-2.67
DEMO Tallinn,grassland_to_settlement--organic_soil,0
DEMO Tallinn,wetland_to_settlement--aboveground_biomass,0
DEMO Tallinn,wetland_to_settlement--belowground_biomass,0
DEMO Tallinn,wetland_to_settlement--dead_wood,0
DEMO Tallinn,wetland_to_settlement--litter,0
DEMO Tallinn,wetland_to_settlement--mineral_soil,-0.55
DEMO Tallinn,wetland_to_settlement--organic_soil,0
DEMO Tallinn,otherland_to_settlement--aboveground_biomass,0
DEMO Tallinn,otherland_to_settlement--belowground_biomass,0
DEMO Tallinn,otherland_to_settlement--dead_wood,0
DEMO Tallinn,otherland_to_settlement--litter,0
DEMO Tallinn,otherland_to_settlement--mineral_soil,0
DEMO Tallinn,otherland_to_settlement--organic_soil,0
DEMO Tallinn,forestland_to_otherland--aboveground_biomass,0
DEMO Tallinn,forestland_to_otherland--belowground_biomass,0
DEMO Tallinn,forestland_to_otherland--dead_wood,0
DEMO Tallinn,forestland_to_otherland--litter,0
DEMO Tallinn,forestland_to_otherland--mineral_soil,0
DEMO Tallinn,forestland_to_otherland--organic_soil,0
DEMO Tallinn,cropland_to_otherland--aboveground_biomass,0.126082442
DEMO Tallinn,cropland_to_otherland--belowground_biomass,0
DEMO Tallinn,cropland_to_otherland--dead_wood,0.011482396
DEMO Tallinn,cropland_to_otherland--litter,0
DEMO Tallinn,cropland_to_otherland--mineral_soil,0.173132364
DEMO Tallinn,cropland_to_otherland--organic_soil,-0.188228219
DEMO Tallinn,grassland_to_otherland--aboveground_biomass,0
DEMO Tallinn,grassland_to_otherland--belowground_biomass,0
DEMO Tallinn,grassland_to_otherland--dead_wood,0
DEMO Tallinn,grassland_to_otherland--litter,0
DEMO Tallinn,grassland_to_otherland--mineral_soil,0.095296552
DEMO Tallinn,grassland_to_otherland--organic_soil,-6.1
DEMO Tallinn,wetland_to_otherland--aboveground_biomass,0.007867537
DEMO Tallinn,wetland_to_otherland--belowground_biomass,0
DEMO Tallinn,wetland_to_otherland--dead_wood,0
DEMO Tallinn,wetland_to_otherland--litter,0
DEMO Tallinn,wetland_to_otherland--mineral_soil,0
DEMO Tallinn,wetland_to_otherland--organic_soil,-0.289664517
DEMO Tallinn,settlement_to_otherland--aboveground_biomass,0
DEMO Tallinn,settlement_to_otherland--belowground_biomass,0
DEMO Tallinn,settlement_to_otherland--dead_wood,0
DEMO Tallinn,settlement_to_otherland--litter,0
DEMO Tallinn,settlement_to_otherland--mineral_soil,0
DEMO Tallinn,settlement_to_otherland--organic_soil,-16.07729168
DEMO Tallinn,forestland_remaining_forestland--aboveground_biomass,0
DEMO Tallinn,forestland_remaining_forestland--belowground_biomass,0
DEMO Tallinn,forestland_remaining_forestland--dead_wood,0
DEMO Tallinn,forestland_remaining_forestland--litter,0
DEMO Tallinn,forestland_remaining_forestland--mineral_soil,0
DEMO Tallinn,forestland_remaining_forestland--organic_soil,-12.23508251
DEMO Tallinn,cropland_remaining_cropland--aboveground_biomass,0
DEMO Tallinn,cropland_remaining_cropland--belowground_biomass,0
DEMO Tallinn,cropland_remaining_cropland--dead_wood,0
DEMO Tallinn,cropland_remaining_cropland--litter,0
DEMO Tallinn,cropland_remaining_cropland--mineral_soil,0
DEMO Tallinn,cropland_remaining_cropland--organic_soil,0
DEMO Tallinn,grassland_remaining_grassland--aboveground_biomass,0
DEMO Tallinn,grassland_remaining_grassland--belowground_biomass,0
DEMO Tallinn,grassland_remaining_grassland--dead_wood,0
DEMO Tallinn,grassland_remaining_grassland--litter,0
DEMO Tallinn,grassland_remaining_grassland--mineral_soil,0
DEMO Tallinn,grassland_remaining_grassland--organic_soil,0
DEMO Tallinn,peat_extraction_remaining_peat_extraction--aboveground_biomass,0
DEMO Tallinn,peat_extraction_remaining_peat_extraction--belowground_biomass,0
DEMO Tallinn,peat_extraction_remaining_peat_extraction--dead_wood,0
DEMO Tallinn,peat_extraction_remaining_peat_extraction--litter,0
DEMO Tallinn,peat_extraction_remaining_peat_extraction--mineral_soil,0
DEMO Tallinn,peat_extraction_remaining_peat_extraction--organic_soil,0
DEMO Tallinn,wetland_remaining_wetland--aboveground_biomass,0
DEMO Tallinn,wetland_remaining_wetland--belowground_biomass,0
DEMO Tallinn,wetland_remaining_wetland--dead_wood,0
DEMO Tallinn,wetland_remaining_wetland--litter,0
DEMO Tallinn,wetland_remaining_wetland--mineral_soil,0
DEMO Tallinn,wetland_remaining_wetland--organic_soil,0
DEMO Tallinn,settlement_remaining_settlement--aboveground_biomass,0
DEMO Tallinn,settlement_remaining_settlement--belowground_biomass,0
DEMO Tallinn,settlement_remaining_settlement--dead_wood,0
DEMO Tallinn,settlement_remaining_settlement--litter,0
DEMO Tallinn,settlement_remaining_settlement--mineral_soil,0
DEMO Tallinn,settlement_remaining_settlement--organic_soil,0
DEMO Tallinn,emission_factor_for_energy_carrier--gas,0
DEMO Tallinn,emission_factor_for_energy_carrier--oil,0
DEMO Tallinn,emission_factor_for_energy_carrier--coal,0
DEMO Tallinn,emission_factor_for_energy_carrier--peat,0
DEMO Tallinn,emission_factor_for_energy_carrier--wood,0
DEMO Tallinn,emission_factor_for_energy_carrier--renewable,0
DEMO Tallinn,emission_factor_for_energy_carrier--district_heating,0
DEMO Tallinn,annual_demolition_rate_of_residential_buildings--2021-30,0
DEMO Tallinn,annual_demolition_rate_of_residential_buildings--2031-40,0
DEMO Tallinn,annual_demolition_rate_of_residential_buildings--2041-50,0
DEMO Tallinn,annual_demolition_of_commercial_buildings--2021-30,0
DEMO Tallinn,annual_demolition_of_commercial_buildings--2031-40,0
DEMO Tallinn,annual_demolition_of_commercial_buildings--2041-50,0
DEMO Tallinn,annual_increase_a-class_apartments--2021-30,0
DEMO Tallinn,annual_increase_a-class_apartments--2031-40,0
DEMO Tallinn,annual_increase_a-class_apartments--2041-50,0
DEMO Tallinn,annual_increase_b-class_apartments--2021-30,0
DEMO Tallinn,annual_increase_b-class_apartments--2031-40,0
DEMO Tallinn,annual_increase_b-class_apartments--2041-50,0
DEMO Tallinn,annual_increase_a-class_terraced_units--2021-30,0
DEMO Tallinn,annual_increase_a-class_terraced_units--2031-40,0
DEMO Tallinn,annual_increase_a-class_terraced_units--2041-50,0
DEMO Tallinn,annual_increase_b-class_terraced_units--2021-30,0
DEMO Tallinn,annual_increase_b-class_terraced_units--2031-40,0
DEMO Tallinn,annual_increase_b-class_terraced_units--2041-50,0
DEMO Tallinn,annual_increase_a-class_semi-detached_units--2021-30,0
DEMO Tallinn,annual_increase_a-class_semi-detached_units--2031-40,0
DEMO Tallinn,annual_increase_a-class_semi-detached_units--2041-50,0
DEMO Tallinn,annual_increase_b-class_semi-detached_units--2021-30,0
DEMO Tallinn,annual_increase_b-class_semi-detached_units--2031-40,0
DEMO Tallinn,annual_increase_b-class_semi-detached_units--2041-50,0
DEMO Tallinn,annual_increase_a-class_detached_units--2021-30,0
DEMO Tallinn,annual_increase_a-class_detached_units--2031-40,0
DEMO Tallinn,annual_increase_a-class_detached_units--2041-50,0
DEMO Tallinn,annual_increase_b-class_detached_units--2021-30,0
DEMO Tallinn,annual_increase_b-class_detached_units--2031-40,0
DEMO Tallinn,annual_increase_b-class_detached_units--2041-50,0
DEMO Tallinn,annual_increase_commercial_buildings--2021-30,0
DEMO Tallinn,annual_increase_commercial_buildings--2031-40,0
DEMO Tallinn,annual_increase_commercial_buildings--2041-50,0
DEMO Tallinn,floor_area_per_residential_unit--average,0
DEMO Tallinn,floor_area_per_residential_unit--apartment,0
DEMO Tallinn,floor_area_per_residential_unit--terraced,0
DEMO Tallinn,floor_area_per_residential_unit--semi-detached,0
DEMO Tallinn,floor_area_per_residential_unit--detached,0
DEMO Tallinn,average_total_energy_use--all_residential,0
DEMO Tallinn,end_use_of_energy_residential_buildings--space_heating,0
DEMO Tallinn,end_use_of_energy_residential_buildings--water_heating,0
DEMO Tallinn,end_use_of_energy_residential_buildings--lights_&_appliances,0
DEMO Tallinn,end_use_of_energy_residential_buildings--pumps_&_fans,0
DEMO Tallinn,a-rated_apartment--electricity,0
DEMO Tallinn,a-rated_apartment--gas,0
DEMO Tallinn,a-rated_apartment--oil,0
DEMO Tallinn,a-rated_apartment--coal,0
DEMO Tallinn,a-rated_apartment--peat,0
DEMO Tallinn,a-rated_apartment--wood,0
DEMO Tallinn,a-rated_apartment--renewable,0
DEMO Tallinn,a-rated_apartment--heat,0
DEMO Tallinn,a-rated_terraced--electricity,0
DEMO Tallinn,a-rated_terraced--gas,0
DEMO Tallinn,a-rated_terraced--oil,0
DEMO Tallinn,a-rated_terraced--coal,0
DEMO Tallinn,a-rated_terraced--peat,0
DEMO Tallinn,a-rated_terraced--wood,0
DEMO Tallinn,a-rated_terraced--renewable,0
DEMO Tallinn,a-rated_terraced--heat,0
DEMO Tallinn,a-rated_semi-detached--electricity,0
DEMO Tallinn,a-rated_semi-detached--gas,0
DEMO Tallinn,a-rated_semi-detached--oil,0
DEMO Tallinn,a-rated_semi-detached--coal,0
DEMO Tallinn,a-rated_semi-detached--peat,0
DEMO Tallinn,a-rated_semi-detached--wood,0
DEMO Tallinn,a-rated_semi-detached--renewable,0
DEMO Tallinn,a-rated_semi-detached--heat,0
DEMO Tallinn,a-rated_detached--electricity,0
DEMO Tallinn,a-rated_detached--gas,0
DEMO Tallinn,a-rated_detached--oil,0
DEMO Tallinn,a-rated_detached--coal,0
DEMO Tallinn,a-rated_detached--peat,0
DEMO Tallinn,a-rated_detached--wood,0
DEMO Tallinn,a-rated_detached--renewable,0
DEMO Tallinn,a-rated_detached--heat,0
DEMO Tallinn,b-rated_apartment--electricity,0
DEMO Tallinn,b-rated_apartment--gas,0
DEMO Tallinn,b-rated_apartment--oil,0
DEMO Tallinn,b-rated_apartment--coal,0
DEMO Tallinn,b-rated_apartment--peat,0
DEMO Tallinn,b-rated_apartment--wood,0
DEMO Tallinn,b-rated_apartment--renewable,0
DEMO Tallinn,b-rated_apartment--heat,0
DEMO Tallinn,b-rated_terraced--electricity,0
DEMO Tallinn,b-rated_terraced--gas,0
DEMO Tallinn,b-rated_terraced--oil,0
DEMO Tallinn,b-rated_terraced--coal,0
DEMO Tallinn,b-rated_terraced--peat,0
DEMO Tallinn,b-rated_terraced--wood,0
DEMO Tallinn,b-rated_terraced--renewable,0
DEMO Tallinn,b-rated_terraced--heat,0
DEMO Tallinn,b-rated_semi-detached--electricity,0
DEMO Tallinn,b-rated_semi-detached--gas,0
DEMO Tallinn,b-rated_semi-detached--oil,0
DEMO Tallinn,b-rated_semi-detached--coal,0
DEMO Tallinn,b-rated_semi-detached--peat,0
DEMO Tallinn,b-rated_semi-detached--wood,0
DEMO Tallinn,b-rated_semi-detached--renewable,0
DEMO Tallinn,b-rated_semi-detached--heat,0
DEMO Tallinn,b-rated_detached--electricity,0
DEMO Tallinn,b-rated_detached--gas,0
DEMO Tallinn,b-rated_detached--oil,0
DEMO Tallinn,b-rated_detached--coal,0
DEMO Tallinn,b-rated_detached--peat,0
DEMO Tallinn,b-rated_detached--wood,0
DEMO Tallinn,b-rated_detached--renewable,0
DEMO Tallinn,b-rated_detached--heat,0
DEMO Tallinn,c-rated_apartment--electricity,0
DEMO Tallinn,c-rated_apartment--gas,0
DEMO Tallinn,c-rated_apartment--oil,0
DEMO Tallinn,c-rated_apartment--coal,0
DEMO Tallinn,c-rated_apartment--peat,0
DEMO Tallinn,c-rated_apartment--wood,0
DEMO Tallinn,c-rated_apartment--renewable,0
DEMO Tallinn,c-rated_apartment--heat,0
DEMO Tallinn,c-rated_terraced--electricity,0
DEMO Tallinn,c-rated_terraced--gas,0
DEMO Tallinn,c-rated_terraced--oil,0
DEMO Tallinn,c-rated_terraced--coal,0
DEMO Tallinn,c-rated_terraced--peat,0
DEMO Tallinn,c-rated_terraced--wood,0
DEMO Tallinn,c-rated_terraced--renewable,0
DEMO Tallinn,c-rated_terraced--heat,0
DEMO Tallinn,c-rated_semi-detached--electricity,0
DEMO Tallinn,c-rated_semi-detached--gas,0
DEMO Tallinn,c-rated_semi-detached--oil,0
DEMO Tallinn,c-rated_semi-detached--coal,0
DEMO Tallinn,c-rated_semi-detached--peat,0
DEMO Tallinn,c-rated_semi-detached--wood,0
DEMO Tallinn,c-rated_semi-detached--renewable,0
DEMO Tallinn,c-rated_semi-detached--heat,0
DEMO Tallinn,c-rated_detached--electricity,0
DEMO Tallinn,c-rated_detached--gas,0
DEMO Tallinn,c-rated_detached--oil,0
DEMO Tallinn,c-rated_detached--coal,0
DEMO Tallinn,c-rated_detached--peat,0
DEMO Tallinn,c-rated_detached--wood,0
DEMO Tallinn,c-rated_detached--renewable,0
DEMO Tallinn,c-rated_detached--heat,0
DEMO Tallinn,d-rated_apartment--electricity,0
DEMO Tallinn,d-rated_apartment--gas,0
DEMO Tallinn,d-rated_apartment--oil,0
DEMO Tallinn,d-rated_apartment--coal,0
DEMO Tallinn,d-rated_apartment--peat,0
DEMO Tallinn,d-rated_apartment--wood,0
DEMO Tallinn,d-rated_apartment--renewable,0
DEMO Tallinn,d-rated_apartment--heat,0
DEMO Tallinn,d-rated_terraced--electricity,0
DEMO Tallinn,d-rated_terraced--gas,0
DEMO Tallinn,d-rated_terraced--oil,0
DEMO Tallinn,d-rated_terraced--coal,0
DEMO Tallinn,d-rated_terraced--peat,0
DEMO Tallinn,d-rated_terraced--wood,0
DEMO Tallinn,d-rated_terraced--renewable,0
DEMO Tallinn,d-rated_terraced--heat,0
DEMO Tallinn,d-rated_semi-detached--electricity,0
DEMO Tallinn,d-rated_semi-detached--gas,0
DEMO Tallinn,d-rated_semi-detached--oil,0
DEMO Tallinn,d-rated_semi-detached--coal,0
DEMO Tallinn,d-rated_semi-detached--peat,0
DEMO Tallinn,d-rated_semi-detached--wood,0
DEMO Tallinn,d-rated_semi-detached--renewable,0
DEMO Tallinn,d-rated_semi-detached--heat,0
DEMO Tallinn,d-rated_detached--electricity,0
DEMO Tallinn,d-rated_detached--gas,0
DEMO Tallinn,d-rated_detached--oil,0
DEMO Tallinn,d-rated_detached--coal,0
DEMO Tallinn,d-rated_detached--peat,0
DEMO Tallinn,d-rated_detached--wood,0
DEMO Tallinn,d-rated_detached--renewable,0
DEMO Tallinn,d-rated_detached--heat,0
DEMO Tallinn,e-rated_apartment--electricity,0
DEMO Tallinn,e-rated_apartment--gas,0
DEMO Tallinn,e-rated_apartment--oil,0
DEMO Tallinn,e-rated_apartment--coal,0
DEMO Tallinn,e-rated_apartment--peat,0
DEMO Tallinn,e-rated_apartment--wood,0
DEMO Tallinn,e-rated_apartment--renewable,0
DEMO Tallinn,e-rated_apartment--heat,0
DEMO Tallinn,e-rated_terraced--electricity,0
DEMO Tallinn,e-rated_terraced--gas,0
DEMO Tallinn,e-rated_terraced--oil,0
DEMO Tallinn,e-rated_terraced--coal,0
DEMO Tallinn,e-rated_terraced--peat,0
DEMO Tallinn,e-rated_terraced--wood,0
DEMO Tallinn,e-rated_terraced--renewable,0
DEMO Tallinn,e-rated_terraced--heat,0
DEMO Tallinn,e-rated_semi-detached--electricity,0
DEMO Tallinn,e-rated_semi-detached--gas,0
DEMO Tallinn,e-rated_semi-detached--oil,0
DEMO Tallinn,e-rated_semi-detached--coal,0
DEMO Tallinn,e-rated_semi-detached--peat,0
DEMO Tallinn,e-rated_semi-detached--wood,0
DEMO Tallinn,e-rated_semi-detached--renewable,0
DEMO Tallinn,e-rated_semi-detached--heat,0
DEMO Tallinn,e-rated_detached--electricity,0
DEMO Tallinn,e-rated_detached--gas,0
DEMO Tallinn,e-rated_detached--oil,0
DEMO Tallinn,e-rated_detached--coal,0
DEMO Tallinn,e-rated_detached--peat,0
DEMO Tallinn,e-rated_detached--wood,0
DEMO Tallinn,e-rated_detached--renewable,0
DEMO Tallinn,e-rated_detached--heat,0
DEMO Tallinn,f-rated_apartment--electricity,0
DEMO Tallinn,f-rated_apartment--gas,0
DEMO Tallinn,f-rated_apartment--oil,0
DEMO Tallinn,f-rated_apartment--coal,0
DEMO Tallinn,f-rated_apartment--peat,0
DEMO Tallinn,f-rated_apartment--wood,0
DEMO Tallinn,f-rated_apartment--renewable,0
DEMO Tallinn,f-rated_apartment--heat,0
DEMO Tallinn,f-rated_terraced--electricity,0
DEMO Tallinn,f-rated_terraced--gas,0
DEMO Tallinn,f-rated_terraced--oil,0
DEMO Tallinn,f-rated_terraced--coal,0
DEMO Tallinn,f-rated_terraced--peat,0
DEMO Tallinn,f-rated_terraced--wood,0
DEMO Tallinn,f-rated_terraced--renewable,0
DEMO Tallinn,f-rated_terraced--heat,0
DEMO Tallinn,f-rated_semi-detached--electricity,0
DEMO Tallinn,f-rated_semi-detached--gas,0
DEMO Tallinn,f-rated_semi-detached--oil,0
DEMO Tallinn,f-rated_semi-detached--coal,0
DEMO Tallinn,f-rated_semi-detached--peat,0
DEMO Tallinn,f-rated_semi-detached--wood,0
DEMO Tallinn,f-rated_semi-detached--renewable,0
DEMO Tallinn,f-rated_semi-detached--heat,0
DEMO Tallinn,f-rated_detached--electricity,0
DEMO Tallinn,f-rated_detached--gas,0
DEMO Tallinn,f-rated_detached--oil,0
DEMO Tallinn,f-rated_detached--coal,0
DEMO Tallinn,f-rated_detached--peat,0
DEMO Tallinn,f-rated_detached--wood,0
DEMO Tallinn,f-rated_detached--renewable,0
DEMO Tallinn,f-rated_detached--heat,0
DEMO Tallinn,g-rated_apartment--electricity,0
DEMO Tallinn,g-rated_apartment--gas,0
DEMO Tallinn,g-rated_apartment--oil,0
DEMO Tallinn,g-rated_apartment--coal,0
DEMO Tallinn,g-rated_apartment--peat,0
DEMO Tallinn,g-rated_apartment--wood,0
DEMO Tallinn,g-rated_apartment--renewable,0
DEMO Tallinn,g-rated_apartment--heat,0
DEMO Tallinn,g-rated_terraced--electricity,0
DEMO Tallinn,g-rated_terraced--gas,0
DEMO Tallinn,g-rated_terraced--oil,0
DEMO Tallinn,g-rated_terraced--coal,0
DEMO Tallinn,g-rated_terraced--peat,0
DEMO Tallinn,g-rated_terraced--wood,0
DEMO Tallinn,g-rated_terraced--renewable,0
DEMO Tallinn,g-rated_terraced--heat,0
DEMO Tallinn,g-rated_semi-detached--electricity,0
DEMO Tallinn,g-rated_semi-detached--gas,0
DEMO Tallinn,g-rated_semi-detached--oil,0
DEMO Tallinn,g-rated_semi-detached--coal,0
DEMO Tallinn,g-rated_semi-detached--peat,0
DEMO Tallinn,g-rated_semi-detached--wood,0
DEMO Tallinn,g-rated_semi-detached--renewable,0
DEMO Tallinn,g-rated_semi-detached--heat,0
DEMO Tallinn,g-rated_detached--electricity,0
DEMO Tallinn,g-rated_detached--gas,0
DEMO Tallinn,g-rated_detached--oil,0
DEMO Tallinn,g-rated_detached--coal,0
DEMO Tallinn,g-rated_detached--peat,0
DEMO Tallinn,g-rated_detached--wood,0
DEMO Tallinn,g-rated_detached--renewable,0
DEMO Tallinn,g-rated_detached--heat,0
DEMO Tallinn,existing_apartments--electricity,0
DEMO Tallinn,existing_apartments--gas,0
DEMO Tallinn,existing_apartments--oil,0
DEMO Tallinn,existing_apartments--coal,0
DEMO Tallinn,existing_apartments--peat,0
DEMO Tallinn,existing_apartments--wood,0
DEMO Tallinn,existing_apartments--renewable,0
DEMO Tallinn,existing_apartments--heat,0
DEMO Tallinn,existing_terraced--electricity,0
DEMO Tallinn,existing_terraced--gas,0
DEMO Tallinn,existing_terraced--oil,0
DEMO Tallinn,existing_terraced--coal,0
DEMO Tallinn,existing_terraced--peat,0
DEMO Tallinn,existing_terraced--wood,0
DEMO Tallinn,existing_terraced--renewable,0
DEMO Tallinn,existing_terraced--heat,0
DEMO Tallinn,existing_semi-detached--electricity,0
DEMO Tallinn,existing_semi-detached--gas,0
DEMO Tallinn,existing_semi-detached--oil,0
DEMO Tallinn,existing_semi-detached--coal,0
DEMO Tallinn,existing_semi-detached--peat,0
DEMO Tallinn,existing_semi-detached--wood,0
DEMO Tallinn,existing_semi-detached--renewable,0
DEMO Tallinn,existing_semi-detached--heat,0
DEMO Tallinn,existing_detached--electricity,0
DEMO Tallinn,existing_detached--gas,0
DEMO Tallinn,existing_detached--oil,0
DEMO Tallinn,existing_detached--coal,0
DEMO Tallinn,existing_detached--peat,0
DEMO Tallinn,existing_detached--wood,0
DEMO Tallinn,existing_detached--renewable,0
DEMO Tallinn,existing_detached--heat,0
DEMO Tallinn,ec_exiting_building_retail--electricity,0
DEMO Tallinn,ec_exiting_building_retail--gas,0
DEMO Tallinn,ec_exiting_building_retail--oil,0
DEMO Tallinn,ec_exiting_building_retail--coal,0
DEMO Tallinn,ec_exiting_building_retail--peat,0
DEMO Tallinn,ec_exiting_building_retail--wood,0
DEMO Tallinn,ec_exiting_building_retail--renewable,0
DEMO Tallinn,ec_exiting_building_retail--heat,0
DEMO Tallinn,ec_exiting_building_health--electricity,0
DEMO Tallinn,ec_exiting_building_health--gas,0
DEMO Tallinn,ec_exiting_building_health--oil,0
DEMO Tallinn,ec_exiting_building_health--coal,0
DEMO Tallinn,ec_exiting_building_health--peat,0
DEMO Tallinn,ec_exiting_building_health--wood,0
DEMO Tallinn,ec_exiting_building_health--renewable,0
DEMO Tallinn,ec_exiting_building_health--heat,0
DEMO Tallinn,ec_exiting_building_hospitality--electricity,0
DEMO Tallinn,ec_exiting_building_hospitality--gas,0
DEMO Tallinn,ec_exiting_building_hospitality--oil,0
DEMO Tallinn,ec_exiting_building_hospitality--coal,0
DEMO Tallinn,ec_exiting_building_hospitality--peat,0
DEMO Tallinn,ec_exiting_building_hospitality--wood,0
DEMO Tallinn,ec_exiting_building_hospitality--renewable,0
DEMO Tallinn,ec_exiting_building_hospitality--heat,0
DEMO Tallinn,ec_exiting_building_offices--electricity,0
DEMO Tallinn,ec_exiting_building_offices--gas,0
DEMO Tallinn,ec_exiting_building_offices--oil,0
DEMO Tallinn,ec_exiting_building_offices--coal,0
DEMO Tallinn,ec_exiting_building_offices--peat,0
DEMO Tallinn,ec_exiting_building_offices--wood,0
DEMO Tallinn,ec_exiting_building_offices--renewable,0
DEMO Tallinn,ec_exiting_building_offices--heat,0
DEMO Tallinn,ec_exiting_building_industrial--electricity,0
DEMO Tallinn,ec_exiting_building_industrial--gas,0
DEMO Tallinn,ec_exiting_building_industrial--oil,0
DEMO Tallinn,ec_exiting_building_industrial--coal,0
DEMO Tallinn,ec_exiting_building_industrial--peat,0
DEMO Tallinn,ec_exiting_building_industrial--wood,0
DEMO Tallinn,ec_exiting_building_industrial--renewable,0
DEMO Tallinn,ec_exiting_building_industrial--heat,0
DEMO Tallinn,ec_exiting_building_warehouses--electricity,0
DEMO Tallinn,ec_exiting_building_warehouses--gas,0
DEMO Tallinn,ec_exiting_building_warehouses--oil,0
DEMO Tallinn,ec_exiting_building_warehouses--coal,0
DEMO Tallinn,ec_exiting_building_warehouses--peat,0
DEMO Tallinn,ec_exiting_building_warehouses--wood,0
DEMO Tallinn,ec_exiting_building_warehouses--renewable,0
DEMO Tallinn,ec_exiting_building_warehouses--heat,0
DEMO Tallinn,building_type--residential_1,0
DEMO Tallinn,building_type--residential_2,0
DEMO Tallinn,building_type--residential_3,0
DEMO Tallinn,building_type--residential_4,0
DEMO Tallinn,building_type--commercial_1,0
DEMO Tallinn,building_type--commercial_2,0
DEMO Tallinn,building_type--commercial_3,0
DEMO Tallinn,building_type--commercial_4,0
DEMO Tallinn,building_type--commercial_5,0
DEMO Tallinn,building_type--commercial_6,0
DEMO Tallinn,ec_new_building_retail--electricity,0
DEMO Tallinn,ec_new_building_retail--gas,0
DEMO Tallinn,ec_new_building_retail--oil,0
DEMO Tallinn,ec_new_building_retail--coal,0
DEMO Tallinn,ec_new_building_retail--peat,0
DEMO Tallinn,ec_new_building_retail--wood,0
DEMO Tallinn,ec_new_building_retail--renewable,0
DEMO Tallinn,ec_new_building_retail--heat,0
DEMO Tallinn,ec_new_building_health--electricity,0
DEMO Tallinn,ec_new_building_health--gas,0
DEMO Tallinn,ec_new_building_health--oil,0
DEMO Tallinn,ec_new_building_health--coal,0
DEMO Tallinn,ec_new_building_health--peat,0
DEMO Tallinn,ec_new_building_health--wood,0
DEMO Tallinn,ec_new_building_health--renewable,0
DEMO Tallinn,ec_new_building_health--heat,0
DEMO Tallinn,ec_new_building_hospitality--electricity,0
DEMO Tallinn,ec_new_building_hospitality--gas,0
DEMO Tallinn,ec_new_building_hospitality--oil,0
DEMO Tallinn,ec_new_building_hospitality--coal,0
DEMO Tallinn,ec_new_building_hospitality--peat,0
DEMO Tallinn,ec_new_building_hospitality--wood,0
DEMO Tallinn,ec_new_building_hospitality--renewable,0
DEMO Tallinn,ec_new_building_hospitality--heat,0
DEMO Tallinn,ec_new_building_offices--electricity,0
DEMO Tallinn,ec_new_building_offices--gas,0
DEMO Tallinn,ec_new_building_offices--oil,0
DEMO Tallinn,ec_new_building_offices--coal,0
DEMO Tallinn,ec_new_building_offices--peat,0
DEMO Tallinn,ec_new_building_offices--wood,0
DEMO Tallinn,ec_new_building_offices--renewable,0
DEMO Tallinn,ec_new_building_offices--heat,0
DEMO Tallinn,ec_new_building_industrial--electricity,0
DEMO Tallinn,ec_new_building_industrial--gas,0
DEMO Tallinn,ec_new_building_industrial--oil,0
DEMO Tallinn,ec_new_building_industrial--coal,0
DEMO Tallinn,ec_new_building_industrial--peat,0
DEMO Tallinn,ec_new_building_industrial--wood,0
DEMO Tallinn,ec_new_building_industrial--renewable,0
DEMO Tallinn,ec_new_building_industrial--heat,0
DEMO Tallinn,ec_new_building_warehouses--electricity,0
DEMO Tallinn,ec_new_building_warehouses--gas,0
DEMO Tallinn,ec_new_building_warehouses--oil,0
DEMO Tallinn,ec_new_building_warehouses--coal,0
DEMO Tallinn,ec_new_building_warehouses--peat,0
DEMO Tallinn,ec_new_building_warehouses--wood,0
DEMO Tallinn,ec_new_building_warehouses--renewable,0
DEMO Tallinn,ec_new_building_warehouses--heat,0
